applied,original,title,company,summary,link
,0,Software Developer (Web),Zoeller Pump Company,5 years of experience employed as a full-time software developer creating Web Application using Microsoft Technologies.\_\_....,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DFunX5Qk9y2PK_Eilmstr8TalJMuo79S2qpgQfIo2sZIkK_Ntel4-8cYciRsloT2dZiIQphTrf2vpQqOwDL9tQiJn9smFGuvtywvMKQldfEa2L4_rwagL2I4yJEii55ff4bj38Y2bkj1qMIjesfIc9Ug8ufMybShknAb39NrlEvtVJUa-09_OcB6Kzc2sncmwmBtVki_chahsnCIpVXqnxSczNTBDtitln6SpZpDyEfsZjaagsWeq8kuFsy_VIDenDtzqVX5VTtYttry4LqGohbdwSYyVkpXE7uyzpUkQepp7lMp_34fm564yEC05NRuF8qGLhvMVDz2v3qQEo2Y5w-DvqcB9xhZkGtN2vXtZ-uWoKZHfH8n14mo5OwDAxCXAPJ3LxKAQggMz1tfFmb7ZQybgSVDg2fSyHPm5H1ikB3LRhQ3iYTd6mTShgRrnrFVFvGC0AlGN1RA==&vjs=3&p=7&sk=&fvj=1
,0,Programmer Analyst,Derby Supply Chain Solutions,The qualified candidate will have strong application development experience using Microsoft Visual Studio .Net in either Visual Basic or C#....,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DtgzQGvBbP_9ZAUBBkxRRhIS4Pd3g5fpvhbtnLjWeLaLss_5PhFkIaoRhiVV8Yfn5MiWKFRlsjIoN_Tk9P3-iCbDlWBytkrq14EUIXeb0hL1onBo8gs4WbN3wmqCmZAetISgjFBVdFx56WC4LPOHXzLpvkNWsMTRMsUs7R6VseIo_y8lNjAE0iYA6TGR7XFXPZcf0PSxc9T6bE9eBFImN9BdMGKWjMKx943heYvMSNcuEMN3Dm7MkyKh9sdYmHete0hyWXxAuloYS0pApcHMdrXRGytO4ljrR5VJYKfHKlK07iQ31WjuWA4GpNu3QVBec2rohiAPcMang3KM7VYca-bqH00w46pK7EPrBoG8IzEuoJ-56DeoDXzVVF67Knw5IkPC7FRzGN4V5atrMCZ6OFu6B_0vtH_ARaHu2EniI3n9v49cMu2s3Fs9qt-0mXqbYNzHJ0laMwJA==&vjs=3&p=1&sk=&fvj=1
,0,Senior Network Engineer,Confidential-Information Technology,"They are responsible for monitoring the network firewall, assessing the functionality of the network routers, ensuring all Internet security software is updated...",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0CP4ZTk6M0Ky6QsCxMFBpDWpqyxMvR2WBoveUsuy6Q691bv_ONBRhCGpVe25sdIf6xZeIby-RVJz8jQ6VX1lIFvz21PjjJSklX3hm87uoPeoSsZozMExMDMDfoDykBo6rH9ktyl9VMmZcqmEj399EiTPedqT6A4hmnu1SiFqQSZwqG25HVmw5x2WnPlU0QLk70TsiyrhqhgnKUuz4lfjlddaXS_fbEQlCafpNLIbRO9lnlnI0faSk91JnX5HQmFI6qRAYkA9zzR6TBovSId4tvrqyoM-dYXCcXDugYKjg8Zbh2dG4LJ6xrr4VkNRrEf1NzDAMJYtMtfeWFem8u7GiXiuIvC_reqIX4hdV9LGl6DaFYYu59wXaSf49852Q7SXj6nHKVBTaHC1QkvEqHsN7TgsD_0wPz3Vv_unO4eIgGkUHoEnMiJd3I01GFVscP9vcGD-yjeM9br_Q==&vjs=3&p=2&sk=&fvj=1
,1,Quality Assurance Engineer,Farm Credit Mid-America,"Good oral communication and writing skills; Bachelor’s degree in business, accounting, computer science and related field with at least 1 year direct experience...",https://www.indeed.com/rc/clk?jk=21f283ef256eca99&from=vj&pos=top
,1,Angular Developer,Globant,"All of our engineers are backed up by our Technical Directors and Studios (centers of excellence), and our project team(s) of amazing “Globers”....",https://www.indeed.com/rc/clk?jk=a81ab54078cb06fe&from=vj&pos=top
,0,Senior Software Engingeer,"Venminder, Inc.","Mentor junior software engineers. As a Senior Software Engineer at Venminder, you will join a fast-paced and talented software development team consisting of...",https://www.indeed.com//company/Venminder/jobs/Senior-Software-Engingeer-ff33b2d148db9148?fccid=9e6034accb977d79&vjs=3
,1,IT Intern - IT Program Mgmt,LG&E and KU Energy,"Assisting senior project managers with various tasks, including updating MS project plans, producing reports, updating risk and issues logs, creating meeting...",https://www.indeed.com/rc/clk?jk=15a30c5e48cc94c9&from=vj&pos=top
,1,Field Engineer,Terracon,"Performs plan drafting using CAD software. Works under the supervision of a Professional Engineer. Prepare proposals and cost estimates, track and evaluate...",https://www.indeed.com/rc/clk?jk=6e697d220a287936&from=vj&pos=top
,1,Senior Software Engineer (Platform & Product),Algorithmia,"Are a skilled software engineer with experience in multiple compiled languages (such as Java, Scala, Golang, C++) and expertise in at least one (we do a lot of...",https://www.indeed.com/rc/clk?jk=bf488d840ef9f73d&from=vj&pos=top
,1,Engineeering Specialist - Fire & Security,Siemens,"Designs, plans, and handles start-up functions on selected control systems based on project plans, specifications, and contract documents....",https://www.indeed.com/rc/clk?jk=660024deb6e270da&from=vj&pos=top
,1,Software Engineer,Robert Half Technology,"Are you looking for work as a Software Engineer? A full-time role, this Software Engineer opportunity will be based in the Louisville, Kentucky area....",https://www.indeed.com/rc/clk?jk=e302dfcfd55ddffe&from=vj&pos=top
,1,Associate Technical Illustrator,GE Appliances,"Working knowledge of Microsoft products (Excel, PowerPoint and Word) software packages. Prior CREO CAD software experience....",https://www.indeed.com/rc/clk?jk=daf57f860f9467a3&from=vj&pos=top
,1,Jr./Mid-Level .Net Developer,Prosoft,Installs software packages and/or personal computer software. Assures that hardware and software operate efficiently....,https://www.indeed.com/rc/clk?jk=7218010e5cd870f8&from=vj&pos=top
,0,Engineer with Electrical/ Software Design Experience (Retirees Welcome),"Amatrol, Inc.",Requirements for an electrical/ software design engineer:. Essential functions of an electrical/ software design engineer:....,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0Ay_q9DD4FB4nia6GLBcjEGsWsq1nk6jPcPcu5LlJ-T_G7SQEg3mwVpPpAM5icNOvFsxqICxEAUl520ejnKn9wugMTskMhjSzTrUL457Ippq3k_w49dT2HSgTS4xbnZLefh6T4IfWgp4kASWEeTboQTdNicf2hbu2mdF1EBGshMimbMljkuaDUeKHg4TcXVi5cqiM0VzeWfFeqXLMUY489dSx05cxDvS_IWBPUQbrkJGmhqACjvOESxNCWZ2OPqxtSj6cfCw63L-QsUy7_AH7_jG7vLycMPZmYYTKA8XmqMHwANt9JDVDBhxIDxnaxsnIaI0Jt7DuS0zG-WFjoV7N-EXxuCe0P8S93GAr0KOEyBuIjYshvQiItUo-yo_lhO84SXw2kNrJ9jM4tQkQKSjE6_-qP4MLos7X_yHKkk_5CXtXQ8NTnqpBqq_sV6tFBHu9sr4gduEY8uo0TdL3M2CAzD1uEfjilfSFQWcrB1KW6v-4iz2xZTidzw_vO7QK4xlcdrs7ipEoecBQ==&vjs=3&p=3&sk=&fvj=1
,0,Software Developer (ERP & Applications),Zoeller Pump Company,Zoeller Company is seeking an experienced Software Developer to support and develop business software at its corporate headquarters and manufacturing site in...,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DFunX5Qk9y2PK_Eilmstr8TalJMuo79S2qpgQfIo2sZIkK_Ntel4-8cYciRsloT2ckB7iTkVd_YjyV_Mi9LE-nbaoirZKD_H2zMfH6MYGoXK33ExQ_GSLthr2C0MUFTcmGtuzoHEyg0SCd8YpbS6H4pHFBgyaD-aHyM97_oy-dWsic-K5h7RCILvwtc9KYKA2QOOe-ocvcQx3ZaL9jit1lgIi5IIZdk4JVmyo8c77mVNRdsSvoE6PNa7sCJDaXu8B6orCq-Azp8ct7-Byb5FTCM7nOOnK9FmpKqH99hYyrLJjwaA2c5KTzDxIeEo8WvjNdTQH-1X4zLno4CzvyEX3ugvLpoSWmdT5_x_iHaAjW5Cl9lfQaXp1jJJKu4ybO1NtbuNvU5dVIK5gfXEF3r6OwcSVONnPTiQl9mnNW4grAxDMOUt_cSEbacxfQYJpbYWYo8Yvmd-Qh2sMpJW16JB74eETeZ-2E5Wk=&vjs=3&p=4&sk=&fvj=1
,1,Software Engineer,Onco360,"Software Engineer Major Responsibilities:. Summary - This Software Engineer is responsible for analysis, design development, implementation, quality and...",https://www.indeed.com/rc/clk?jk=4a4bf34f27701090&from=vj&pos=top&spon=1
,0,Software Developer (Web),Zoeller Pump Company,5 years of experience employed as a full-time software developer creating Web Application using Microsoft Technologies.\_\_....,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DFunX5Qk9y2PK_Eilmstr8TalJMuo79S2qpgQfIo2sZIkK_Ntel4-8cYciRsloT2dZiIQphTrf2vpQqOwDL9tQiJn9smFGuvtywvMKQldfEa2L4_rwagL2I4yJEii55ff4bj38Y2bkj1qMIjesfIc9qhOLsfwcYGwMruhW7maAcMSS7EEDOCAz2ZknVXQ5DEZCk4f5e5ZSr6xK_W6BEJ0uIXkh9N82j0ptwMGjpHWatZfsa73IZGZOZprTrLUCEzNztT3DuKtc4olqgVYFZUnQCydi2TntijKtfcHym5egcyEsR8aULGiWoaxWEqCUK04vZM6fP37BVhdYTJV5iWtwe16lfHinKaKJjLelJqJc6yf3HucFMjBKmA2awS1hjr23wmHjoPuLfQ8jDtgHRep6GFqf-jwgOrjt6KbDEugAEy0oXvy_2hgdwU617F37-G7QLagS0HL8NQ==&vjs=3&p=6&sk=&fvj=1
,0,Senior Software Engingeer,"Venminder, Inc.","Mentor junior software engineers. As a Senior Software Engineer at Venminder, you will join a fast-paced and talented software development team consisting of...",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0B-ve_vllRfj4Fz_kiyynsS0jj45KKNRf3I9OvCNKnuSDTyVeHsk_vpaf7bdUAYlQZGjzZA6TrZe1Z3EcTeUHWMvVVjHcaBwgCg5K-cg0tO_BvubJXDuntkIKA-wiVl36slXKSuDCmj83Y_UQPctPNlqB1NkyyN2eejwMRATvXyfKPOxCipVUBrjqyUL0O5bbdLCnSLkqK9JxuvX92wz-Af29KTnaV80cbydw8QYj8mVFATQb_4OEDqIQsgMEFiJMo0ufM1gxoeJ6KM8C1H_pRXChDY-cAwbZ7_VeS6LQWlsM2jPOt9ufN0TQgGx7FYXr7xXWXt32Np1oH-Jg-cmA5ob-QjnAfhK1wAvf6u6ABzPTcDjDxSANXO31iXXY-E2U0Alz8DDt1TlJK9iir2ouYY1aYTJt9dUI76vPplckNc65aO5q1ssC2CqBgIUOZ0k5JjtVzzEGbtsbvRKErttvMt&vjs=3&p=7&sk=&fvj=1
,0,Programmer Analyst,Derby Supply Chain Solutions,The qualified candidate will have strong application development experience using Microsoft Visual Studio .Net in either Visual Basic or C#....,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DtgzQGvBbP_9ZAUBBkxRRhIS4Pd3g5fpvhbtnLjWeLaLss_5PhFkIaoRhiVV8Yfn5MiWKFRlsjIoN_Tk9P3-iCbDlWBytkrq14EUIXeb0hL1onBo8gs4WbN3wmqCmZAetISgjFBVdFx56WC4LPOHXzLpvkNWsMTRNlcQShW58S7_PqThNQFO0zhItnubtSLX41TtIV6JSWmtZOqWSfMTglT9jmJeZOGd8D4NmrE_5MzmcUeS8rHJMBxIzSAkQn9u3La-VNXADFnhg_jkLM9W5VEETmAmr7Lv7EU1LkRvBJve0pSo1ALVGPGG6QXsjwAIIdMuq5mizXXnnWqL5MqoGh80rpO_sHrUUzmdw4LMwk1ZTIzVO0edCDYxwEXG801r5dqR5HRsusmk6uza4qJdMt-hHFG_LdCXTVBfsf9ydbfJXlthL-DJ1UYjJQa9czajufJ8bVV4awhw==&vjs=3&p=1&sk=&fvj=1
,0,Software Developer (ERP & Applications),Zoeller Pump Company,Zoeller Company is seeking an experienced Software Developer to support and develop business software at its corporate headquarters and manufacturing site in...,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DFunX5Qk9y2PK_Eilmstr8TalJMuo79S2qpgQfIo2sZIkK_Ntel4-8cYciRsloT2ckB7iTkVd_YjyV_Mi9LE-nbaoirZKD_H2zMfH6MYGoXK33ExQ_GSLthr2C0MUFTcmGtuzoHEyg0SCd8YpbS6H4ru_ei8tMxDXFVl0wQrNw3q-8W4StBsKnVv6QcRQlnMGmstOsE2qgBfo1gfWKWmLZX-xQArffplkiMVXNBTgXOU-1bk5P6IL5NaBchd_PAlrw9RAFxk7Z3HhZI5qAYklXaL8g48ZGzPO-oIMKTpciOEHbCLr6XAHtjsiWL_ygXkfHUx3rCxPtHyADjKIwYOmkAXALaOu4SIm0LZaa1JBGaHNph8D60LxTXANh9kzZJSTcvp6IKfAVyBmLLTDFp-MEVvq8W9IKt8wHbdjgVINi0XWMIybWzfGlzuxUeRNm6rC4mI1VRQ2Ib97KWyRuYdpqT1cGm_pwtxQ=&vjs=3&p=2&sk=&fvj=1
,1,EIS Desktop Support (6-mo. contractor),Equian LLC,Strong knowledge of software troubleshooting experience. Install software manually and utilizing push utility....,https://www.indeed.com/rc/clk?jk=94fca63be4ea4758&from=vj&pos=top
,1,Marketing Operations Analyst,Genscape,"You'll be asking other members of the Marketing team and around the company, 'Why do we do things this way?'. You are the architect and primary engineer for the...",https://www.indeed.com/rc/clk?jk=b124f4b6bd969779&from=vj&pos=top
,1,Software Developer,Robert Half Technology,"Robert Half Technology is currently seeking a Software Developer for a manufacturing client in Louisville, KY. C# - Sharp, MS SQL Server, SQL Stored Procedures,...",https://www.indeed.com/rc/clk?jk=fac7e2f783c5e0e0&from=vj&pos=top
,1,Software Engineer 2 - Senior Products,Humana,Knowledge of the Software Development Life Cycle (SDLC) or Program Development Life Cycle (PDLC) or Actuarial Control Cycle....,https://www.indeed.com/rc/clk?jk=11590c9c3244fc19&from=vj&pos=top
,1,Civic Technology Manager,Louisville Metro Government,"Plans, develops, evaluates and implements policies and standards and ensures adherence to security procedures....",https://www.indeed.com/rc/clk?jk=548c20b4eb18489e&from=vj&pos=top
,1,User Interface Software Architect,GE Appliances,"Collaborate with cross-functional teams including mechanical, electrical and software engineers in the Lean development process....",https://www.indeed.com/rc/clk?jk=096f3b376fd928a7&from=vj&pos=top
,0,Senior Storage Backup Engineer - 11301569,Aptonet Inc.,VMWare virtualization software and backup. Senior Storage Backup Engineer - (No C2C). Excellent written and oral communication skills are a must....,https://www.indeed.com//company/Aptonet-Inc./jobs/Senior-Storage-Backup-Engineer-9049a954a2fa9358?fccid=6fc7836bc22ff415&vjs=3
,1,Analytics Team Lead,NTT DATA Services,Day to Day job Duties & Requirements:. Excellent oral and written communications skills. NTT DATA Services currently seeks a Analytics Team Lead to join our...,https://www.indeed.com/rc/clk?jk=060ef54d1891b5d9&from=vj&pos=top
,1,Android Developer,Prosoft,"Design, build, and maintain reusable, and reliable Java code. Experience with LAMP stack (MySQL, PHP / Python)....",https://www.indeed.com/rc/clk?jk=18b6d2321bb10dd3&from=vj&pos=top
,0,Embedded Java Field Application Engineer GERMANY,MicroEJ,Pre-sales software development in Java and C. Software architect with good knowledge in Java and C programming languages....,https://www.indeed.com//rc/clk?jk=c928bac2274198e3&fccid=3bea63a8158c06f3&vjs=3
,0,Senior Network Engineer,Confidential-Information Technology,"They are responsible for monitoring the network firewall, assessing the functionality of the network routers, ensuring all Internet security software is updated...",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0CP4ZTk6M0Ky6QsCxMFBpDWpqyxMvR2WBoveUsuy6Q691bv_ONBRhCGpVe25sdIf6xZeIby-RVJz8jQ6VX1lIFvz21PjjJSklX3hm87uoPeoSsZozMExMDMDfoDykBo6rH9ktyl9VMmZcqmEj399EiTPedqT6A4hmlx8dy17e1PrDUnLHVSJIn9-suoAsMTQ6fv7jWlq9Sg2COQKBPSBGtE5Vw8q1FLr42bCfczQA3F9wzmnb16vbREB9x6NzE5uL9fpU68jrdNTEzHufNP-Tuza8r9eWD6qT5LTNO2RD4wu6jayA-LXr7jQGTOim5ZVghd_a7i13ONfcrtSqIk2IxjpYUmeuq4YUDLXrhRpGhk9zFJtkmhsn0ZI5AA9Tn18SPa8j9IfeSP4EkPlHqB1bAS5UafcrjzWd_YBbvbdUEvUZIJNNzLG2kOXTlUldxUMwQA5WrfweE3Hw==&vjs=3&p=3&sk=&fvj=1
,0,Special Agent,Federal Bureau of Investigation,Being an FBI Special Agent is an experience you'll never forget. You are a problem solver with great analytical skills and leadership experience;...,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0D5o2Oz3HqsSm2luAX6nIBL6zkznp9GLNwT6U20ynRgyXspHbVteabDwuVcQ6ubXjoIF1rtSf6T5VmUrQ2a4Jt5Vi6vPzzUBAzEYQTpMSLg6r8Gre6rKG1oQfyhuZfwAIgB6bw-4XatTsT3OyQAXhj_a-wpOSal84XcOdYDy3_JGwqRctUsZ9bk1_hy0NDqm4h6Ds2d9c_QpPFTxgOcW3oUakym_zCXXcTbqGNiKvohGr3nLFdNCCkB2kSDj2ViOjXloaJ1sxEjO4lqwMa06gE82Zgg5Ti6iixeCabIBFTZgj57pOTs5J0760W-az2WDr-WpU3X7t9WqUGo-JHRVfsCGmmXrxP8hVTCWAFnQFUeQEGoMKRlmlsUVGkVQT1ixyAojccN4iAMb_-DCH1YHvyI8vTiz--XTdnp8ZsWCrzYMzS77cDySBiiUaeV9P3TXJJ1N3BL-3z_nR9MdNM4II5mjqo2g-R_K5dWdsCjXrST9YXdhzDt7-AL-cSovyiw75NAJoo4pmGxZIyBUxphmcgTgZ71opgGRXH_kgIcbdFQCKyNC_qWgDBqAhp5SO8-NniYueehkCaA-u_iomI5z1P3Lclfhzy3n2RrOkl9FuhMTmJaU-8i6DhL6WyNteOT6ZrZihcK0LHRZB6AkWn2AFkFgI3XOE_NPqLkUhP40_gXBWFTWVdvYR8mDlC7ZerG2vISLul9HTmFfPmLHk__wS1_bbK0RjHLIyixpvJc9JJtVorimihslO2n&vjs=3&p=4&sk=&fvj=1
,1,Software Engineer,Onco360,"Software Engineer Major Responsibilities:. Summary - This Software Engineer is responsible for analysis, design development, implementation, quality and...",https://www.indeed.com/rc/clk?jk=4a4bf34f27701090&from=vj&pos=top&spon=1
,0,Software Developer (Web),Zoeller Pump Company,5 years of experience employed as a full-time software developer creating Web Application using Microsoft Technologies.\_\_....,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DFunX5Qk9y2PK_Eilmstr8TalJMuo79S2qpgQfIo2sZIkK_Ntel4-8cYciRsloT2dZiIQphTrf2vpQqOwDL9tQiJn9smFGuvtywvMKQldfEa2L4_rwagL2I4yJEii55ff4bj38Y2bkj1qMIjesfIc9WFqr_7XriF_L7s4v3mYz8MsOqpEWhac4stoTegn64ensiteNfOdYM3RDGoDAdkOUqMMnOI9fzA3x5MzIeXkf_mqnZqFD5gFKyeTUwZLL3Cn8080UNbI-OgFNZEF-meNIeEqGJgT8zS8RxP0pCuR_UejkdGv42wo8yzjLs5k9P4WIvC0DvxXMD62--THZ9c9-72SM1qmiJRDQh8rMPPz6vuLhadIXVb_APL8zGjFiFimKhk80wbRVV75Y9A-LlITgr0jc-UeguiE-NygcDbRR_ze2II-YiPRQAOjtQCsnpN83rBno0OJhhA==&vjs=3&p=6&sk=&fvj=1
,0,Senior Software Engingeer,"Venminder, Inc.","Mentor junior software engineers. As a Senior Software Engineer at Venminder, you will join a fast-paced and talented software development team consisting of...",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0B-ve_vllRfj4Fz_kiyynsS0jj45KKNRf3I9OvCNKnuSDTyVeHsk_vpaf7bdUAYlQZGjzZA6TrZe1Z3EcTeUHWMvVVjHcaBwgCg5K-cg0tO_BvubJXDuntkIKA-wiVl36slXKSuDCmj83Y_UQPctPNlqB1NkyyN2efmeJ18DWnYBacJmzqG0v1sFn5ktG4ljO_4gQKf7-13mtIP--30AdKV7rZf1wluufV1b5oIUPdBMs-7E05UnEnBppo33Ed2S8OgjEANO3wmykhKW9IfrPPoQdYR8Nq3coj920G4Kro9v9BIMNVWhSQT9xkFa6BmtMhY2xHR928tN932WFaTI5dA9czAdf1WHANNdTeWPD5h8dkMqD3iTGTnutCF1lEUrCvppqhIhrhNYSOHmXxxDKEjYKvhjx-u486v2trPhP9DIsIA_FhY8D7cdDncCUdB4Q0smgBb0vJux1XTvdG3X7j0&vjs=3&p=7&sk=&fvj=1
,0,Programmer Analyst,Derby Supply Chain Solutions,The qualified candidate will have strong application development experience using Microsoft Visual Studio .Net in either Visual Basic or C#....,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DtgzQGvBbP_9ZAUBBkxRRhIS4Pd3g5fpvhbtnLjWeLaLss_5PhFkIaoRhiVV8Yfn5MiWKFRlsjIoN_Tk9P3-iCbDlWBytkrq14EUIXeb0hL1onBo8gs4WbN3wmqCmZAetISgjFBVdFx56WC4LPOHXz8FFz8PaxPyoOm7DdIvmQTzxTgFFFNmP1X-amfDH6OxWJvGTsx0-nwUOywIOGCBtrijLYOFxfkQJAzQcMMs0peNUqr1b55LGdwUAG0ggMjzHAZLvX3UuJO4nDm3F7b4BDh_qLqwn51Uq5mCq2eBwSZPo8vVCjXpYEQwbK-s-Mx9MCcwCNL-Zxw_Oh998xevMj74KVoNk7PSi5iOKFN1iWoHE6YOfE4O9XjkX0RH1xL4NGewooktJWqnIo7LZ4Y8YL_aSZHadTXLy-p0_wM7Z0rL0SrIrtKIlSNCpjQsJcPDx2Yws2f2QouQ==&vjs=3&p=1&sk=&fvj=1
,0,Software Developer (ERP & Applications),Zoeller Pump Company,Zoeller Company is seeking an experienced Software Developer to support and develop business software at its corporate headquarters and manufacturing site in...,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DFunX5Qk9y2PK_Eilmstr8TalJMuo79S2qpgQfIo2sZIkK_Ntel4-8cYciRsloT2ckB7iTkVd_YjyV_Mi9LE-nbaoirZKD_H2zMfH6MYGoXK33ExQ_GSLthr2C0MUFTcmGtuzoHEyg0SCd8YpbS6H4xuKBzwKpClE4C4xq3X88RtrK1lAj7Dy3pYQC8sXYTeS6z9vzf0Cv-UCUAjCsfR0l16LfbpJVpeKaC1hNBx75Kn7UXuL2xzORd9DIUEJkBA8_A5ZbeC9tAkIIm50iJPzJ-35ONLOf9-WhpG2R1_kYsOTWm042bOiyZtpLzLw_09Pw8lL2rSbQgxNBRoSrBcK1crs0k93shWTYwAtNaVutCnFCTy1GYOwIYXXol2v-9YKX2QIGOD_vzerAjh8rPccjqYG07GPJcjpxHCkuzf9685EYLnJCSzloNlUlCyhyLR9HDw_L3Vg0_d-tDmE_cWzkGhCTE6K5HBg=&vjs=3&p=2&sk=&fvj=1
,0,Senior Network Engineer,Confidential-Information Technology,"They are responsible for monitoring the network firewall, assessing the functionality of the network routers, ensuring all Internet security software is updated...",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0CP4ZTk6M0Ky6QsCxMFBpDWpqyxMvR2WBoveUsuy6Q691bv_ONBRhCGpVe25sdIf6xZeIby-RVJz8jQ6VX1lIFvz21PjjJSklX3hm87uoPeoSsZozMExMDMDfoDykBo6rH9ktyl9VMmZcqmEj399EiTqxRoVhTiJxqEyOVxfCgsxMoXi5S6o6Ef7kbtjckWYrGRGtiLqIJMlc9vLhgdwGqcCCaWDcs8uFFAdSzTrxR-Esgzmm8C-eCQe4KypAlxoWY1SLNnaYFa4liMQVt7HnXAvVgKErwFDruW9-cd2zg1ILm18uqn3-51y-HAfhZdt4216REiIMkrJCF8Px1kgGRP7yh9FTNqi3BGhKg3_bCxpksxaIEfslR_WjIdXNW_BFU4os4GtDbrrJqtMI86ZccVR48waCN5V3Shqa3vDsfAhoaQD-z6Km7tKdRpNQVPfGpbPskw36XH6Q==&vjs=3&p=3&sk=&fvj=1
,0,Production Manager/Assistant Production Manager,"Desert Trade Graphics, Inc.",You'll need to be able to talk professionally and tactfully with:. (We use Microsoft StaffHub for this purpose.)....,"https://www.indeed.com//company/Desert-Trade-Graphics,-Inc./jobs/Production-Manager-Assistant-Production-Manager-def10a738d44555a?fccid=7361b6a4214af1fd&vjs=3"
,1,IT Manager,Amazon.com,Every day we solve complex technical and business problems with ingenuity and simplicity. Fulfillment Centers throughout the North America handle millions of...,https://www.indeed.com/rc/clk?jk=b4fbdc7396bf3ebe&from=vj&pos=top
,1,Data Scientist,KiZAN Technologies,"Python, R, Azure Machine Learning Studio, Azure Machine Learning Services, Cognitive Services, etc.). Experience with developing data and analytics solutions in...",https://www.indeed.com/rc/clk?jk=63f6f00ab893a2c8&from=vj&pos=top
,1,Desktop Engineer,"Yum! Brands, Inc.","Evaluates desktop and mobile devices, software and systems available to meet business functional needs in the Yum!...",https://www.indeed.com/rc/clk?jk=15e987dfc0afc431&from=vj&pos=top
,1,Audio/Visual Engineer,Trinity Dynamics,"AutoCAD and Microsoft Visio; Computer Skills To perform this job successfully, an individual should have knowledge of Design software:....",https://www.indeed.com/rc/clk?jk=a2d1be1938eb4309&from=vj&pos=top
,1,Application Engineer,Cognex Corporation,"Sensitive to sales cycle and able to handle challenging customer situations. Good understanding of mechanical, electrical and industrial automation systems....",https://www.indeed.com/rc/clk?jk=b3d23c9c77c385f2&from=vj&pos=top
,1,Associate Actuary,Certilytics,"Our team represents a dynamic infusion of multidiscipline which includes actuarial, data and behavioral scientists, IT engineers, software developers, nurse...",https://www.indeed.com/rc/clk?jk=c9ab4e35d83842c5&from=vj&pos=top
,1,ETL Developer,Passport Health Plan,"SQL, Java, XML experience preferred. Apply software development life cycle strategies to organize and plan development....",https://www.indeed.com/rc/clk?jk=4dbca8d07b2267e6&from=vj&pos=top
,1,Electronics PCB Tech,Car Keys Express,"Software — Microsoft Windows; Analytical or scientific software, such as Excel. 2 to 5 years previous work-related skill, knowledge, or experience....",https://www.indeed.com/rc/clk?jk=d743daa2facb9318&from=vj&pos=top
,1,Software Engineering Co-op_Must be fluent in Korean & English,GE Appliances,"GE Appliances provides learning opportunities, challenges, and support for software engineers. Co-ops receive targeted training from seasoned engineers and...",https://www.indeed.com/rc/clk?jk=c7f202bd05d707a6&from=vj&pos=top
,0,Engineer with Electrical/ Software Design Experience (Retirees Welcome),"Amatrol, Inc.",Requirements for an electrical/ software design engineer:. Essential functions of an electrical/ software design engineer:....,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0Ay_q9DD4FB4nia6GLBcjEGsWsq1nk6jPcPcu5LlJ-T_G7SQEg3mwVpPpAM5icNOvFsxqICxEAUl520ejnKn9wugMTskMhjSzTrUL457Ippq3k_w49dT2HSgTS4xbnZLefh6T4IfWgp4kASWEeTboQTz37w9zFWXJLbQCmQQuHmI_KNcH1X067W7KxVjoEZ3rdLZ0m1xDjVs-q-VdYIBcNK9Z6Pa6fWebo8Znl6m_TyqmSmN-5Z_kGAz2sX0l4Km908wbwbUkT9HQQIkL1TuuRh_lYGV26VkmYaCSsQ6aLkZtJzSzHmoL6xaA3ZT1d0XG7i_J5ObC-GSBfJd_SL-DZ1q6ZIYVVCrnVnKgJnnPVi9Gp3lhGvz-xI-M7ErCebuEtup6cpKQzk238YT-Q7gzocxC_TBEDg5-6Jbt9tUTjspBDLRL2Ar_IG9bPACxg4dI2R4at0dxofORCWXqbqM_5ZAI98gHLR3e1j3MH741p4kiGSYZrbbYKJG5_uCVIPoDUiGiVYOEdkhg==&vjs=3&p=4&sk=&fvj=1
