applied,original,title,company,summary,link
,0,Programmer Analyst,Derby Supply Chain Solutions,"They will have a proven track record of working with both business and technical teams to help document processes and to architect, develop, deploy, and...",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DtgzQGvBbP_9ZAUBBkxRRhIS4Pd3g5fpvhbtnLjWeLaLss_5PhFkIaoRhiVV8Yfn5MiWKFRlsjIoN_Tk9P3-iCbDlWBytkrq14EUIXeb0hL1onBo8gs4WbN3wmqCmZAetISgjFBVdFx56WC4LPOHXztLBOChCANfznpv-Gcyb8ICpuNI5PXSbwgulY-wTl19ylJCnXAEOe_bLdHBKWh7tiuCO7IsHizK4WZc-MVinQ6O2IMSBkSVBUG1HxNCWFCZS18THu06GV0M7Wjqn7-SQlzb8OuyQFokNrbgj5ioGfa9O3Lw6BYe4dJQ4qEG_66oWpbpvxZFotoPi5Z7SzwccIZUW6fhh-Dv8u665WOn_9GeNCbWtTC9h4iYUBztdCb2dhF3v0ug826e8sTT1wHxAgOOUDxNTOk7wQCN1pdUZMg-eC_lMcm-1mYuxu-xCYqtEspgunKybGjg==&vjs=3&p=1&sk=&fvj=1
,0,Senior Network Engineer,Confidential-Information Technology,"They are responsible for monitoring the network firewall, assessing the functionality of the network routers, ensuring all Internet security software is...",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0CP4ZTk6M0Ky6QsCxMFBpDWpqyxMvR2WBoveUsuy6Q691bv_ONBRhCGpVe25sdIf6xZeIby-RVJz8jQ6VX1lIFvz21PjjJSklX3hm87uoPeoSsZozMExMDMDfoDykBo6rH9ktyl9VMmZcqmEj399EiTFwJPGZMtL_mnB7BsDzevEo8oqa4r91Eef0dFhnWz23tsxUH5yiXdMitWUuaUwL7J-xruhraWPYhZRRMFVAp7I3uFRxrtL0_2xtXt5pka_VErkZbZVuT5jrcdovat7LeEtfnlrfsL939an5ZmO2j7iBshJLsftha1tbAHzGPwBWdM6V3m4WhlC13ht8Y2jmXeH5HAimzmSLNjw8uw70dUU3r8IN-ecVzwL0BO6lK245vYGipjGUlZBbNRxFBRHYKxELaZz_PL8Z44KhhLBGe1PcvWjMJs-kkrEMwcgPu0tj8FBor3NGOMng==&vjs=3&p=2&sk=&fvj=1
,0,Senior Software Engingeer,"Venminder, Inc.","We offer services to manage workloads related to; collecting compliance documentation, analyzing a vendor’s financial health, deploying paralegals to assist...",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0B-ve_vllRfj4Fz_kiyynsS0jj45KKNRf3I9OvCNKnuSDTyVeHsk_vpaf7bdUAYlQZGjzZA6TrZe1Z3EcTeUHWMvVVjHcaBwgCg5K-cg0tO_BvubJXDuntkIKA-wiVl36slXKSuDCmj83Y_UQPctPNlqB1NkyyN2eeNRu3H57MEmj2qSolhfNFiq-Rv9VgTSO6kq9f0YeLT4uLLpz56987ZS0l8QTmx16WIFUGsogZOyFA8WpvjSkUob9xqa4H4NS4SEKhHIc5kZd9B0q9nxFT7Ul3Oth-A5rAVJwtmgyRsqY-XR_dCb8lH9XLJgKIMIWwe-xT7ua635cgb5uvhMV7o2E_dy-avxFrmirnnq-LLdASxTrPY2fSVFRDG8vmfvO1AsaEjm6zAhKfq1Ffa_4FQKkkkqoq80Mykc3wSx-djj8DFr45tTvqhe_BIxX7SjKDSXIOpwwghH0wx2HMaVJAE&vjs=3&p=3&sk=&fvj=1
,1,Software Engineer,Onco360,"Summary - This Software Engineer is responsible for analysis, design development, implementation, quality and maintenance of Windows/Web based applications...",https://www.indeed.com/rc/clk?jk=4a4bf34f27701090&from=vj&pos=top&spon=1
,1,Humana's Summer 2019 IT Internship Program,Humana,"Android (Java), iOS (Swift/Objective C), HTML, JavaScript, CSS, .NET/C# and/or several variations of SQL (Microsoft, PL/SQL, Hive, etc.) Interns have also...",https://www.indeed.com/rc/clk?jk=f1851f405b48697f&from=vj&pos=top
,1,Cyber Data Protection Engineer 2,Humana,The Cyber Data Protection Engineer 2 assists in identifying risk mitigation opportunities for various data egress points and collaborates with architects on...,https://www.indeed.com/rc/clk?jk=5ab7123b988afdea&from=vj&pos=top
,1,Process Technician,Sabert,"Work in accordance with all company policies and procedures regarding employment, safety, quality, product safety and legality, security, and regulatory...",https://www.indeed.com/rc/clk?jk=ef0c38b32d3a967c&from=vj&pos=top
,0,34886 - Programmer 2,"Medassist, A Firstsource Company","The programmer position codes, tests, debugs, documents, and installs both new programs/technologies and

changes to existing programs/technologies of a...","https://www.indeed.com//company/Medassist,-A-Firstsource-Company/jobs/-ab339e6badcbd834?fccid=a5e0b17b79e2f6e9&vjs=3"
,1,Software Support Developer,Genscape Careers,The successful candidate is responsible for the ensuring that the existing Genscape software is robust and stable.,https://www.indeed.com/rc/clk?jk=0897286ef253d7d3&from=vj&pos=top
,1,Software Engineer II - Mobile,Homecare Homebase,"Collaborating with designers, development team, security and product team to deliver best in class enterprise ready mobile solutions using industry standard...",https://www.indeed.com/rc/clk?jk=1c3b8b6711cd26ea&from=vj&pos=top
,1,Software Quality Assurance Engineer,GE Appliances,"Develop Large-scale LabVIEW Applications to control Data Acquisition hardware and communicate with appliances over a communication bus
Review Test Plans...",https://www.indeed.com/rc/clk?jk=398ddc82abbba52b&from=vj&pos=top
,1,Website Administrator,Jefferson County Clerk's Office,"Assists in research of the most appropriate hardware and software to achieve the micro-

computing goals of the Jefferson County Clerks Office (JCCO) as it...",https://www.indeed.com/rc/clk?jk=4c7386648f05ef7e&from=vj&pos=top
,1,Software Developer (Louisville),empowr,"+ The product (http://www.empowr.com/) is in open alpha with 800,000 users already conducting millions of dollars in transactions monthly.",https://www.indeed.com/rc/clk?jk=955be7a5e9bd1035&from=vj&pos=top
,1,"Converged Infrastructure Engineer, Intermediate",Baptist Healthcare System,"Provide third level server support for the client/server infrastructure (Windows, NetWare Unix/Linux, Citrix and VMware), technical application support such...",https://www.indeed.com/rc/clk?jk=5e27adb5a7747a91&from=vj&pos=top
,0,Engineer with Electrical/ Software Design Experience (Retirees Welcome),"Amatrol, Inc.","Ensure manufacturability, marketability and proper costing of products through application of knowledge of programming, engineering principles to research...",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0Ay_q9DD4FB4nia6GLBcjEGsWsq1nk6jPcPcu5LlJ-T_G7SQEg3mwVpPpAM5icNOvFsxqICxEAUl520ejnKn9wugMTskMhjSzTrUL457Ippq3k_w49dT2HSgTS4xbnZLefh6T4IfWgp4kASWEeTboQTAk-3qmoSDiHrhRcFjXsS_W_I72zorkkJxIZrZhqOkXlAojWGYaSKFtHOWflDcLEVtfNhy593Zpo-AD3Ec-_cKssZ-j5q6iKNxOnz3zmdcFd54V2K78LD5zHq8z51X45OjTP8qsMC4J5xo-Sj1i1IGJDclLzvJkhhbMOa0yciCz-Z1t7E-jej5gqo73HPoEL4IBEkxp_OW8fRLijct_08CvDegiV8pjwaouD4FHHcDMseOlmoVAmKa9SdX61r9sVCQlSBc2kLZz4RraPUTUlidJoq1px5X8Wm7E8A_izIT1hL4V4M3Q5Gsipn5ZYb8uYb-68NslLx6SkpqlM7EdJtEIjVmc-W7tbu5ZHr1nfG4KVBJivC1evDwg==&vjs=3&p=5&sk=&fvj=1
,0,Software Developer (ERP & Applications),Zoeller Pump Company,"* Develop and maintain custom applications in Visual Studio’s VB.Net/C#, ASP.net MVC, and MS SQL Server.",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DFunX5Qk9y2PK_Eilmstr8TalJMuo79S2qpgQfIo2sZIkK_Ntel4-8cYciRsloT2ckB7iTkVd_YjyV_Mi9LE-nbaoirZKD_H2zMfH6MYGoXK33ExQ_GSLthr2C0MUFTcmGtuzoHEyg0SCd8YpbS6H49PKJ5GQDufUBVupphvJjubDlWN9cXQafXNkTHX5ifuzEjQWeYrfkNIX9rz-pFbE5ZSGQLvctS4Yuj6dC0w_WSPNUs0-l508-_8v2pcDHi_0dutj4Q7bMgfBTEXOHPNmD5AYU1MP3MadeNGeJNEl6z-uw7PmAMvlBKATdF4spgkguzA6qw53IO4DYjTWk5zackYlhGT12cmyiUC525bwRdveAIR-LH8xj7noRPlekWroQBwI3m-HSSsjn1cq_5GF0dTBtdOiF5pe3Z7Jxz5UNsRD6gyB1hCmrlqfSrnN3I6Vy8C_GzHbDPoL67YRgZ2uCOvjesNpsBUE=&vjs=3&p=6&sk=&fvj=1
,0,Software Developer (Web),Zoeller Pump Company,"Develop, code, debug, test, and implement custom Web Applications (Websites, E-Commerce, IOT Platform) primarily utilizing Microsoft Technologies (ASP.net...",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DFunX5Qk9y2PK_Eilmstr8TalJMuo79S2qpgQfIo2sZIkK_Ntel4-8cYciRsloT2dZiIQphTrf2vpQqOwDL9tQiJn9smFGuvtywvMKQldfEa2L4_rwagL2I4yJEii55ff4bj38Y2bkj1qMIjesfIc9xlq7KWp6DcXktLyuU9DP_D4WEYCHvNGr0I1nzbFdErULfMDF29Ro4TJ2aLduY6ga8I1x_cj5QlUN5vj3DMNSJdMpla6HuQrclSZ6CE691DcvyzLtJP9uXoIZAFYA8FQurycWGaOWAkguK8bewnK9h3EtYuZgrBI-Qq1lAj3C48vb9YpBvaADW2x4g_8_vSyAxXka6LfxbtjAwMvRn1LwmC7MnX51Fzp7l21Cl0rI4Ba7b25I5p466WNldS2dWibkxI1jnqA8vYb8ElhxzEL-q832jkBfIIlidQsSSHsLMDW06CevXyOn1w==&vjs=3&p=7&sk=&fvj=1
,0,Programmer Analyst,Derby Supply Chain Solutions,The qualified candidate will have strong application development experience using Microsoft Visual Studio .Net in either Visual Basic or C#....,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DtgzQGvBbP_9ZAUBBkxRRhIS4Pd3g5fpvhbtnLjWeLaLss_5PhFkIaoRhiVV8Yfn5MiWKFRlsjIoN_Tk9P3-iCbDlWBytkrq14EUIXeb0hL1onBo8gs4WbN3wmqCmZAetISgjFBVdFx56WC4LPOHXzllKsIIgMiab5gJaZqa_JCYa4Iqbdb7h_lR3bMiyzg-rQ2sesUs99ANn6sgw-BAxaByqxlKx9Mebcf6bj99uBuP49XaFjMBE86fVQcahGzT1d9zXexYJOlHQT5ky1PcCtvO5bzQ4B3DMFoqW1YZh9oIscDIahxZGxpCnlMqukx7CYSle5Xnt4YRSLv691a3t-aLJyC-kZmgwgQaUs6plP4TKgLVH5Vgk9VO3LFlJEpmMjHtiMsGUOc-IX5ni7s0CMzelwCPhu9F3cyxgT6U_mQLFditc2bnkEZgOhZ39M4kfYs9_WrKrTwg==&vjs=3&p=1&sk=&fvj=1
,0,Engineer with Electrical/ Software Design Experience (Retirees Welcome),"Amatrol, Inc.",Requirements for an electrical/ software design engineer:. Essential functions of an electrical/ software design engineer:....,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0Ay_q9DD4FB4nia6GLBcjEGsWsq1nk6jPcPcu5LlJ-T_G7SQEg3mwVpPpAM5icNOvFsxqICxEAUl520ejnKn9wugMTskMhjSzTrUL457Ippq3k_w49dT2HSgTS4xbnZLefh6T4IfWgp4kASWEeTboQTTNs21zVR-dZh3S34XkGGZXDFAaU2nx4TuzB7Sso9Kv2hlTLP54JyIlOewm6lYFvFHwjVhzN7XJHP6pFq_EosRadiNpPzjCDcdJSjfrdjHnlsmzp4A7diBQR-qMXlINX7xu_qaOrvHuSSQsdsvO2U0K14Th24kk9ehgA8exCtKavoVoCDHXt14CpvEqtVMxyPHfhjMIQLpYylWaxi78-VQ4BPl7EcxfY_s-E2Nc879EGAxCkVS_ihSp2jSxGm0L2medOsRFRZSOzflt5R-1nAdypyrYEsdi77tTnRe6WYhttp3940WiamOiLJ9K0rXCqSI4SbWqx9RtEscvP9NX8MkgL8mku2HAdSEIg4ZnqpPpHrVdwyYcTawQ==&vjs=3&p=2&sk=&fvj=1
,1,Lathe Programmer/Operator,Winston Industries LLC,Winston Industries is a family owned manufacturing company calling Louisville home since 1969! We are looking for career-minded individuals and offer a...,https://www.indeed.com/rc/clk?jk=0720568bf9fdfe51&from=vj&pos=top
,1,Senior Software Engineer - EAGLE6,Rivera Group,Senior Java Engineer. 5 years of daily experience using Java. If you are a software developer who wants to be on the cutting edge of software engineering and...,https://www.indeed.com/rc/clk?jk=09f6ee88bb8037d5&from=vj&pos=top
,1,Data Scientist,The Rawlings Group,At least 1 year of professional (business or academic research) experience in Python or R with a primary focus of applying predictive analytics to very large...,https://www.indeed.com/rc/clk?jk=0c92db28cfa8fb39&from=vj&pos=top
,1,Tech Support Spec.-Ex,Churchill Downs Incorporated,Knowledge of numerous software and hardware technologies strongly desired. Provides support in the form of software upgrades for any United Tote customer...,https://www.indeed.com/rc/clk?jk=89dae134b24d863f&from=vj&pos=top
,1,Program Delivery Professional 2,Humana,"Good oral and written communication skills are required as the Program Delivery Professional 2 will be working with multiple business organizations at Humana,...",https://www.indeed.com/rc/clk?jk=9f8f6c8380ed8409&from=vj&pos=top
,1,Production Engineer,Car Keys Express,"Software — Microsoft Windows; Development environment software — Eclipse IDE, Python, Excel Macros, LabView. Analytical or scientific software — Excel....",https://www.indeed.com/rc/clk?jk=06e3e792710c78ed&from=vj&pos=top
,1,"Senior Software Engineer-Louisville, KY",Humana,The Senior Software Engineer codes software applications based on business requirements. The Senior Software Engineer participates in all aspects of the...,https://www.indeed.com/rc/clk?jk=74dfbb6cecad16d7&from=vj&pos=top
,1,Data Systems Analyst U310 (8am to 5pm),Louisville Metro Government,"Researches computer manuals, periodicals and technical reports to develop computer programs and information systems to meet current and future user requirements...",https://www.indeed.com/rc/clk?jk=4edf1aff9f03f658&from=vj&pos=top
,0,Unity Developer,Rainbow Design Services,"Strong working knowledge of Node.js, ASP.Net, C#, Java Script, XML, HTML, and various No-SQL databases, especially MongoDB....",https://www.indeed.com//company/Rainbow-Design-Services/jobs/Unity-Developer-ff7e96ad2235b725?fccid=a144b33a728b3444&vjs=3
,0,Applications Programmer,"Amatrol, Inc.","Ability to program using languages such as VB.NET, MySQL, and Java are considered a plus. Experience with one or more of the following (or similar) programming...","https://www.indeed.com//company/Amatrol,-Inc./jobs/Application-Programmer-628801f9c957d3ab?fccid=5af00ea7e63b68ca&vjs=3"
,0,Senior Network Engineer,Confidential-Information Technology,"They are responsible for monitoring the network firewall, assessing the functionality of the network routers, ensuring all Internet security software is updated...",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0CP4ZTk6M0Ky6QsCxMFBpDWpqyxMvR2WBoveUsuy6Q691bv_ONBRhCGpVe25sdIf6xZeIby-RVJz8jQ6VX1lIFvz21PjjJSklX3hm87uoPeoSsZozMExMDMDfoDykBo6rH9ktyl9VMmZcqmEj399EiTALqtuVocQ280Z2eE8KoQwkNGVQpg_YxnT79N5GsJboJqyKIPnb4F1XCxEnYPyL2NfeJPXU-5BrY75IUqDpAhVGmF6Omd_5OeT6FBPRvpRazZUv5JuMOhWzKR03yaw5s5aoyMjk_7JPDpbjoHn3krJazeEA0ZuDEsrTzhe6OFSGjddFCwe3_wYNy3aLBSW6ZDG8QAT7h-wqVZkP_1KKZ6jZm9qg-gpJJ6wUhWDVjPgSH50U9SWvA2j7gqUvZyPZp9Mri5c6-i4vqmhYJUsJpemgL6-BbOd3Pug-iKub4MjL-CDPi0kI-laA==&vjs=3&p=3&sk=&fvj=1
,0,Software Developer (ERP & Applications),Zoeller Pump Company,Zoeller Company is seeking an experienced Software Developer to support and develop business software at its corporate headquarters and manufacturing site in...,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DFunX5Qk9y2PK_Eilmstr8TalJMuo79S2qpgQfIo2sZIkK_Ntel4-8cYciRsloT2ckB7iTkVd_YjyV_Mi9LE-nbaoirZKD_H2zMfH6MYGoXK33ExQ_GSLthr2C0MUFTcmGtuzoHEyg0SCd8YpbS6H4O-adt-hgir37zBwbxi-3i0qh2a2iTjyNrGjEuVWMhSnoa49HNm7wwjTv-S6hadzQcjTtKum_szzzncRPWB3SihGbbYhJWsXu58Naue5twbmTsaQLpOFJUba3UNqNDBsPap7M9xxxwRX6TVHYZd3byDV7S7gFfH9sA033AwjOxIpwZRV_Rp7IzFnjl2YaxAVm-AMbG_l8bCdwhzObtg1ahusPmm-dADHB0WSkKvpffhN420ZAzrFpzS9jpEHQky3jJXjMkrim9PQpK6ttsr3oSEIUxQeEwBAeHyLuDHQgv128X3xUmR3Dro0ebMSMFWjpNtu9-4lBm3s=&vjs=3&p=4&sk=&fvj=1
,1,Software Engineer,Onco360,"Software Engineer Major Responsibilities:. Summary - This Software Engineer is responsible for analysis, design development, implementation, quality and...",https://www.indeed.com/rc/clk?jk=4a4bf34f27701090&from=vj&pos=top&spon=1
,0,Software Developer (Web),Zoeller Pump Company,5 years of experience employed as a full-time software developer creating Web Application using Microsoft Technologies.\_\_....,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DFunX5Qk9y2PK_Eilmstr8TalJMuo79S2qpgQfIo2sZIkK_Ntel4-8cYciRsloT2dZiIQphTrf2vpQqOwDL9tQiJn9smFGuvtywvMKQldfEa2L4_rwagL2I4yJEii55ff4bj38Y2bkj1qMIjesfIc97WcTsEWOWCzwl5VsPRbIzVgpdkCQiABpXQqfRphAAVH7-j-RK8grRROSV1LbGiiT8CwAoyA8IlvdB5QS9gMeNywQpcCHx_5LvExA4aFxEvQmzQV19hFuJyjlFJRY5-Ixx8EZsFEZFPJ8FuEauJKbmoMSpH11w0OzH7bU9X98i460OtrTGAfbkBkt7EB7mfhesL3gaidnBV68Bds-Yj5cVVv_yvuzexLiwTnfLk9gLwTB4IEYnMNgLeDGTFSjrX6varkCWFVkeHN33Q8Ld5jCk0QGU874hAChjqmwKSS8BdE6dPCrHW8smw==&vjs=3&p=6&sk=&fvj=1
,0,Senior Software Engingeer,"Venminder, Inc.","Mentor junior software engineers. As a Senior Software Engineer at Venminder, you will join a fast-paced and talented software development team consisting of...",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0B-ve_vllRfj4Fz_kiyynsS0jj45KKNRf3I9OvCNKnuSDTyVeHsk_vpaf7bdUAYlQZGjzZA6TrZe1Z3EcTeUHWMvVVjHcaBwgCg5K-cg0tO_BvubJXDuntkIKA-wiVl36slXKSuDCmj83Y_UQPctPNlqB1NkyyN2ecC-U9f0ZWN9GCVHxCnNBz82V7B9Y25_HpqMeBL2g7qlw6gU5kLsg-sBa1fHjmy0lesa_NOEY-_YnCFzERkxmOKE2OlE5Tj25SCvsZIYn8LaaK-NAkgLjLL7FoicJJREwvL2_x4r7Xj1zxIWZtn157DFuTeAP9PL1iTjU42emEUoBSstAw8e3HwgYnmV_rhvBdRr27oXT_vzUAJPwLCwCMwB1878PLij7Vc1e2rxtmBDzh14gnI5bWOboH5Uknh8wkaX1NM9SuT17NTj71LHjRs4ggzHhpVmOh49RdBQ7NQM9CpYWxdEjYj&vjs=3&p=7&sk=&fvj=1
,1,Software Engineer,Onco360,"Software Engineer Major Responsibilities:. Summary - This Software Engineer is responsible for analysis, design development, implementation, quality and...",https://www.indeed.com/rc/clk?jk=4a4bf34f27701090&from=vj&pos=top&spon=1
,0,Software Developer (ERP & Applications),Zoeller Pump Company,Zoeller Company is seeking an experienced Software Developer to support and develop business software at its corporate headquarters and manufacturing site in...,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DFunX5Qk9y2PK_Eilmstr8TalJMuo79S2qpgQfIo2sZIkK_Ntel4-8cYciRsloT2ckB7iTkVd_YjyV_Mi9LE-nbaoirZKD_H2zMfH6MYGoXK33ExQ_GSLthr2C0MUFTcmGtuzoHEyg0SCd8YpbS6H413UU0QBFfe7G_ElhT3nt4i7dP2KpTtwUKIiHDbvpDyIr21fmt_GOLOHFtIUyv6kcTQ6I1g9LukWYNPnXiYtJr8oQNxMuOBwbR1j7dSc6D4SDIRAtuvujebsFz06e117GgNdZelx-YpRvS7xJDVlSJTIyA59tisUrHXVFPe2Jf1bNuI6JtdtWdCnLxD6GkcY3JTC45uVP39qfELmvVbexEDvstA-xyGFK92sLdUGRwEashNeHC4m1pYePgawphZN5EdXMgKx2AM8DLs_uf_3aSkBUf-6MzPavTzbG90fZLAe-Dby5Gv2P5EgpEnT25isxxbKAuLWzzBo=&vjs=3&p=2&sk=&fvj=1
,1,Technology Leadership Professional 2,Humana,Resource will be responsible for analyzing day to day to issues and triaging to appropriate resources or teams. 5 years of technical experience....,https://www.indeed.com/rc/clk?jk=295c10807707c9b2&from=vj&pos=top
,0,"Bioinformatics, computational biology - postdoc",University of Louisville,"Experience with various bioinformatics platforms and languages (Linux, R, Python, MySQL, etc.). Highly motivated, creative, and dedicated to project goals....",https://www.indeed.com//company/University-of-Louisville/jobs/Bioinformatic-cba0945986d7d867?fccid=6d4f607d4211af63&vjs=3
,1,Pentest Analyst,UNITED PARCEL SERVICE,"Assists in the day to day operation of Information Security vulnerability assessment solutions including Trustwave AppScanner, Portswigger Burp-Suite, Qualys...",https://www.indeed.com/rc/clk?jk=a053f876d1efc3d0&from=vj&pos=top
,1,Senior OPI Performance Coach,Louisville Metro Government,"Works as part of a team leading the transformation of city government to a high-performing organization. Teaches the disciplines of lean, six sigma, PDCA and...",https://www.indeed.com/rc/clk?jk=2fa1ecc33757a986&from=vj&pos=top
,1,CMM Programmer,Yanfeng Automotive,"Experience in Statistical Process Control (SPC), Gage R&R and Process Capability Studies. Day Job / First Shift....",https://www.indeed.com/rc/clk?jk=384c5edca8203176&from=vj&pos=top
,1,Senior Software Engineer,Qualcomm,"2+ years experience with Programming Language such as C, C++, Java, Python, etc. Job Overview The Bluetooth connectivity software department is looking for a...",https://www.indeed.com/rc/clk?jk=0b332abdf36dae1b&from=vj&pos=top
,1,Software Engineer 2 (.net),Humana,"Two years of current experience using Visual Studio, C#, .NET framework, MVC, JSON or equivalent Java development experience....",https://www.indeed.com/rc/clk?jk=b05dc374cc4912bf&from=vj&pos=top
,1,ETL Developer,Prosoft,Collaborate with IT and business units to build systems that meet defined expectations. Prosoft is seeking qualified candidates for an ETL Developer position...,https://www.indeed.com/rc/clk?jk=cccb441571f3d0fb&from=vj&pos=top
,1,Engineering Manager,Papa Johns,Core competency in Java programming. 5+ years of experience managing Software Engineers in an agile and fast moving environments....,https://www.indeed.com/rc/clk?jk=dd9de2ea7ca2d5b1&from=vj&pos=top
,1,Sales Engineer,Varonis,"Job Title:Sales Engineer. Exposure to security hardware and software. Strong written, oral, and presentation skills....",https://www.indeed.com/rc/clk?jk=3f7f76148495c756&from=vj&pos=top
,0,Senior Network Engineer,Confidential-Information Technology,"They are responsible for monitoring the network firewall, assessing the functionality of the network routers, ensuring all Internet security software is updated...",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0CP4ZTk6M0Ky6QsCxMFBpDWpqyxMvR2WBoveUsuy6Q691bv_ONBRhCGpVe25sdIf6xZeIby-RVJz8jQ6VX1lIFvz21PjjJSklX3hm87uoPeoSsZozMExMDMDfoDykBo6rH9ktyl9VMmZcqmEj399EiTC1WoPfpRMAJdHV-RR0InRyTgxmUeUH3ZZU6UAD9a1RYNl7X8vm6x0br9oY8d45r-spO_pGhlT5wUrU4Nr95JgtQ_NqJkWjuxTvNyys5l8gtZReI19v2q4Hl-wQdcYztb_qKhOYI1dMVbzNAI7oizMeuSmYIyvk1--TZabWPmTpkfdJ5-PwkutNjmubDTwc4eRXtbhZUA2lLlKDGDAeROnnSUvnQH6yDiR9uFl0y8HJ-jwTEQVD77KtR2RyEqoORwOaanAe2U_e6BaAWcML600X4Fb0hHiO68aocqj7TrjAMBEZu3YMXUWg==&vjs=3&p=3&sk=&fvj=1
,0,Special Agent,Federal Bureau of Investigation,Being an FBI Special Agent is an experience you'll never forget. You are a problem solver with great analytical skills and leadership experience;...,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0D5o2Oz3HqsSm2luAX6nIBL6zkznp9GLNwT6U20ynRgyXspHbVteabDwuVcQ6ubXjoIF1rtSf6T5VmUrQ2a4Jt5Vi6vPzzUBAzEYQTpMSLg6r8Gre6rKG1oQfyhuZfwAIgB6bw-4XatTsT3OyQAXhj_bW8n7AyfM26S3oe_FsVWEBVOsldCSN-iEOVN338pln2prvDRLDZ9Ac34I8m-qDNOEVAC7-iRkFaKDiCTgCvY55lCZ8I2-Y_guaILuNpAgnsph0j-uKpvYOJIVkYZhEenVVfankEyIQayqJCfM9Hj6ZcSzXXMQIjBL4c6yoChGaWlKbq4d8iRNj_T0zsmvANVzz3Joe5ZVM3tyOcsrzS_C-u2glCh1cEscEG09nbefHzVLqfE851_SaHvNdk3Kx6ti01_Esnk6N80hTvUYF0K15IdIdNfdQWh-z4HI7WGabP4jG_puXTVsU9Wlns1pPBY9ObJbh7kJpWaOvKdhtZrpwTO2AZ1ZEMzU6mjNZL3PioJsjbX5l0CzpezvK8cltzkpqUwNI6Ik8t74iJFUhzSdcldY4XUQ8FWPqJgM44PQ13ormCogdIvBvns-QudpefuC0Zo-PGTmVx00evn5A9oasJrfGEIQM6TwG2kY8fQSyA6jzyzqGotQ-fKpXIodOQDthYN-7rvk558Uu0F3JBbWvslkLtyescupT_wW9VJqnif8dBy3tsdZbxKsRmK-jPigAd-6NI3jZZageLVA53kZApqM8H6gepf&vjs=3&p=4&sk=&fvj=1
,0,Senior Software Engingeer,"Venminder, Inc.","Mentor junior software engineers. As a Senior Software Engineer at Venminder, you will join a fast-paced and talented software development team consisting of...",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0B-ve_vllRfj4Fz_kiyynsS0jj45KKNRf3I9OvCNKnuSDTyVeHsk_vpaf7bdUAYlQZGjzZA6TrZe1Z3EcTeUHWMvVVjHcaBwgCg5K-cg0tO_BvubJXDuntkIKA-wiVl36slXKSuDCmj83Y_UQPctPNlqB1NkyyN2edi_2AyU8j6SxwLqYyrxVfigXjDvDJiS7hNC8VdwdDaUnN_upHjBR6sGZll0M4aFmQpAlCpI7jjfkICj2NMbtq4SoYMDCCHpXd85gycLClma1CXRp_zBNpM8dXFsoyw6UQk9EjT4OOezFzFvZTTlm7y-AuEj1QL7_OjJsKQzUs7t_gy4rn3b7TkDHOYRkaMGrWzpDzKkRs2ltWSoBPiQS45jPLHNNPg8PbIPd77h7JAeRofjkGBCJQN65Z3Uh2tRJt_tVZUxSxZU04uz1Hzn0EpHF-jE8kJK2IlAjyPMNDug6Wo3U2Xqv2b&vjs=3&p=5&sk=&fvj=1
,0,Programmer Analyst,Derby Supply Chain Solutions,The qualified candidate will have strong application development experience using Microsoft Visual Studio .Net in either Visual Basic or C#....,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DtgzQGvBbP_9ZAUBBkxRRhIS4Pd3g5fpvhbtnLjWeLaLss_5PhFkIaoRhiVV8Yfn5MiWKFRlsjIoN_Tk9P3-iCbDlWBytkrq14EUIXeb0hL1onBo8gs4WbN3wmqCmZAetISgjFBVdFx56WC4LPOHXzAIFTxse8BpnyiE7c1dBpcr1_gMBNELt3JEu-hovEro3vUJBkYK9Tq7nBeiyeaiKq33SQWyNidGzHfABx6G5ZA5NCOl3OUgfGWPfzszxrqK-IMWNY1sgxyJom39Yt0ohVwFA2xDgR37H1eDyRntRRBN-ETmSlTty2KgeDXby6ndBibPA5vnc2byFfknRegiPtZ6Rgo43M1aCXBl9TD8kvudvf4FVudl2ODGt7MDuKWWcOUgRibuSCVzkuigoVp6U0EWEbTzkkl-0vxaQakNpbR6w8LMT1vi7YW2exjlDP3r4GNPT4A4np5A==&vjs=3&p=6&sk=&fvj=1
